시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3,메뉴4,가격4
서울특별시,동작구,한식,정식당,02-3280-8859,서울특별시 동작구 흑석동 흑석로 85-9,제육,8000,순두부찌개,8000,,,,
서울특별시,동작구,한식,성대낙지,,"서울특별시 동작구 상도3동 국사봉 1길 4, 1층",낙지비빔밥,8000,,,,,,
서울특별시,동작구,한식,예원,,"서울특별시 동작구 양녕로 27길 8, 1층",백반,7000,,,,,,
서울특별시,동작구,한식,고모밥죠,,서울특별시 동작구 상도로 37길 64,생선구이,10000,,,,,,
서울특별시,동작구,한식,남원맛고을,02-816-9385,서울특별시 동작구 상도로 34길 8-2,가정식백반,8000,,,,,,
서울특별시,동작구,한식,장승칡냉면&장족,,서울특별시 동작구 상도로 34길 3,냉면,8000,족발,35000,,,,
서울특별시,동작구,한식,늘콩 신대방삼거리점,02-822-7988,서울특별시 동작구 상도로 112(상도동) 1층,콩나물국밥,6000,전주비빔밥,7000,,,,
서울특별시,동작구,한식,엄마의 손맛,,서울특별시 동작구 노량진로 8길 39,순두부찌개,5500,부대찌개,7000,,,,
서울특별시,동작구,한식,규동집,02-6953-7336,서울특별시 동작구 만양로14가길 1,카레,7500,,,,,,
서울특별시,동작구,한식,황새골손칼국수,,서울특별시 동작구 상도로37길 74,해물칼국수,10000,,,,,,
서울특별시,동작구,한식,영주네,02-535-0833,"서울특별시 동작구 동작대로 29가길 15, 1층",김치고등어,9000,,,,,,
서울특별시,동작구,한식,구름산추어탕,02-588-1562,서울특별시 동작구 사당로30길 158-4,전복추어탕,16000,,,,,,
서울특별시,동작구,한식,유미식당,02-597-3592,"서울특별시 동작구 사당로 172, 1층",순두부,8000,,,,,,
서울특별시,동작구,한식,찐떡분식,070-8835-2431,"서울특별시 동작구 사당로14길 11, 101호",떡볶이,4000,순대,4000,,,,
서울특별시,동작구,한식,짱오기네,,"서울특별시 동작구 사당로 14길 10, 102호",떡볶이,4000,순대,4000,,,,
서울특별시,동작구,한식,오징어야,02-824-3880,서울특별시 동작구 노량진동 119-150,회덮밥,7000,모듬회(소),29000,,,,
서울특별시,동작구,한식,공감식당 노량진점,,"서울특별시 동작구 노량진로8길 20, 1층(노량진동)",급랭삼겹살,14000,시골청국장,8000,,,,
서울특별시,동작구,한식,서울정육식당,,서울특별시 동작구 사당로 30길 154,삼겹살,14000,목살,14000,,,,
서울특별시,동작구,한식,이경숙육개장,,서울특별시 동작구 사당로13길8 1층 3호,육개장,9000,돈뚝불,8000,,,,
서울특별시,동작구,한식,원일이 바베큐보쌈,,서울특별시 동작구 사당로2차길 78,백반,7000,바베큐보쌈,45000,,,,
서울특별시,동작구,한식,종로곱창,,서울특별시 동작구 상도로22길34 1층,야채곱창볶음,12000,야채닭갈비볶음,12000,,,,
서울특별시,동작구,기타요식업,커피바이핸즈,,서울특별시 동작구 상도로47길 22 1층,아메리카노,3500,카페라떼,3600,,,,
서울특별시,동작구,미용업,째즈샾,,서울특별시 동작구 동작대로 11길 87 1F,커트,10000,새치염색,20000,,,,
서울특별시,동작구,미용업,네일멜로디,,서울특별시 동작구 신대방길 45,젤네일,35000,손 케어,15000,,,,
서울특별시,동작구,미용업,머리메인하우스,,서울특별시 동작구 성대로 29길 80 1층,커트,15000,펌,35000,,,,
서울특별시,동작구,미용업,지누헤어포인트,,서울특별시 동작구 신대방1나길29 1층,커트,10000,염색,30000,,,,
서울특별시,동작구,미용업,모결헤어팀,,서울특별시 동작구 상도로22길37 1층,남자커트,15000,여자커트,17000,,,,
서울특별시,동작구,미용업,미엔미헤어,,"서울특별시 동작구 신대방길 93, 1층",커트(여자),12000,파마,40000,,,,
서울특별시,동작구,한식,명가왕족발보쌈,02-812-5535,서울특별시 동작구 만양로 92 1층,족발(중),29000,보쌈(중),29000,,,,
서울특별시,동작구,미용업,상도동 살롱,,"서울특별시 동작구 성대로 1길 5, 1층",커트,15000,커트(학생),12000,,,,
서울특별시,동작구,양식,낸시스테이블,,서울특별시 동작구 여의대방로 36길 105 1층,알리오올리오,11000,연유피자,13000,,,,
서울특별시,동작구,미용업,테바컷트,0507-1334-6299,서울특별시 동작구 대방동23길 45,커트,8000,염색,20000,,,,
서울특별시,동작구,미용업,88미용실,,서울특별시 동작구 보라매로5길51 116호,커트,8000,파마,25000,,,,
서울특별시,동작구,기타비요식업,올패스 스터디룸,,서울특별시 동작구 만양로18길 15,30분,400,1시간,800,,,,
서울특별시,동작구,기타요식업,Vamos 카페,,"서울특별시 동작구 신대방길 9, 1층",아메리카노,2900,쿠키,1800,,,,
서울특별시,동작구,한식,어울터,,서울특별시 동작구 상도로22길36,한식뷔페,8000,열무국수,7000,,,,
서울특별시,동작구,한식,호프 왕노가리,,서울특별시 동작구 상도로22길44,왕노가리,9000,호박전,10000,,,,
서울특별시,동작구,기타요식업,535로스터리카페,,서울특별시 동작구 상도로30길40 106호,아메리카노,3500,바닐라라떼,4500,,,,
서울특별시,동작구,양식,모모돈까스모밀,,서울특별시 동작구 동작대로11길104 1층,등심돈까스,9000,치즈돈까스,9500,,,,
서울특별시,동작구,양식,미쁘다돈까스,,서울특별시 동작구 만양로14가길 4,로스까스,7500,치킨까스,7500,,,,
서울특별시,동작구,미용업,머리가헤어,,서울특별시 동작구 여의대방로22길38 1층,커트,13000,드라이,15000,,,,
서울특별시,동작구,미용업,푸르나아띠헤어,,서울특별시 동작구 장승배기로70 1층 26호,커트,12000,파마,35000,,,,
서울특별시,동작구,한식,골드김밥,,서울특별시 동작구 동작대로29길8,김밥,4000,떡볶이,5000,,,,
서울특별시,동작구,기타요식업,꾸꾸카페,,서울특별시 동작구 성대로29길50 1층,아메리카노,4500,버터떡,2000,,,,
서울특별시,동작구,한식,냉삼한옥,02-811-1119,서울특별시 동작구 만양로14다길4,대패삼겹살,5500,냉동삼겹살,6900,,,,
서울특별시,동작구,한식,놀부자 정육식당,02-822-2949,"서울특별시 동작구 상도로383, 1층",김치찌개,8000,제육볶음,8900,,,,
서울특별시,동작구,한식,딱좋아,,서울특별시 동작구 동작대로29나길39,백반,9000,청국장,10000,,,,
서울특별시,동작구,한식,수목화,,"서울특별시 동작구 매봉로61, 101호",국수,6000,제육덮밥,11000,,,,
서울특별시,동작구,한식,수제빚다,,서울특별시 동작구 만양로18길31 1층,수제비,7800,만둣국,6800,,,,
서울특별시,동작구,한식,호이네,,서울특별시 동작구 신대방길71,닭강정,5000,꼬마김밥,4000,,,,
서울특별시,동작구,한식,홍가네 양평해장국,,서울특별시 동작구 사당로17나길2,해장국,10000,황태해장국,9000,,,,
서울특별시,동작구,일식,라쿠라쿠,,서울특별시 동작구 대림로14,돈코츠라멘,10000,소바,10000,,,,
서울특별시,동작구,미용업,지유래쉬,,서울특별시 동작구 사당로16가길11,속눈썹펌,30000,,,,,,
서울특별시,동작구,한식,쭈꾸미술관,,서울특별시 동작구 사당로14길13,쭈꾸미철판,14000,라면,6000,,,,
서울특별시,동작구,한식,오늘반찬,,서울특별시 동작구 사당로16가길11,나물,2000,국,6000,,,,
서울특별시,동작구,한식,통큰포차,,서울특별시 동작구 사당로16가길10,김치볶음밥,7000,순두부찌개,8000,,,,
서울특별시,관악구,한식,감쪽같이,02-859-1616,"서울특별시 관악구 조원로16길 33, 101호(신림동)",뼈해장국,8000,,,,,,
서울특별시,관악구,한식,고시칼국수,070-7803-0001,서울특별시 관악구 신림로18가길 42(신림동),칼국수,5000,냉면,7000,,,,
서울특별시,관악구,한식,국수회관,02-851-2848,서울특별시 관악구 신림로 277(신림동),칼국수,7000,잔치국수,5000,냉면,7000,,
서울특별시,관악구,기타요식업,굿띵커피,0507-1342-5833,서울특별시 관악구 조원로4길 37(신림동),아메리카노,2500,라떼,3500,,,,
서울특별시,관악구,미용업,김소선 헤어아트,02-887-9261,서울특별시 관악구 행운1길 14(봉천동),파마,20000,커트,7000,,,,
서울특별시,관악구,기타요식업,네이밍카페커피GO!#1,02-855-4573,서울특별시 관악구 난곡로 317(신림동),아메리카노,2900,,,,,,
서울특별시,관악구,미용업,노랑머리,02-864-6196,서울특별시 관악구 남부순환로145길 11(신림동),커트,12000,파마,22000,,,,
서울특별시,관악구,한식,다리목,02-877-4369,서울특별시 관악구 신림로58가길 7(신림동),김치찌개,8000,된장찌개,7000,비빔밥,7000,,
서울특별시,관악구,이용업,덕성이발관(덕성),02-882-5875,서울특별시 관악구 장군봉2길 11(봉천동),이용료(커트),8000,,,,,,
서울특별시,관악구,한식,만나칼국수,02-888-8564,"서울특별시 관악구 봉천로7길 23(봉천동, 주흥빌딩)",칼국수,7000,비빔밥,7000,,,,
서울특별시,관악구,중식,만리향,02-885-5077,서울특별시 관악구 은천로41길 20(봉천동),짬뽕,7000,자장면,5500,,,,
서울특별시,관악구,세탁업,모아그린드라이방,02-865-2484,서울특별시 관악구 신림로 275-1(신림동),세탁료(양복1벌),9000,,,,,,
서울특별시,관악구,한식,목우촌부추삼겹살,02-588-7399,서울특별시 관악구 남현1길 68-10(남현동),생삼겹살,13000,냉면,5000,,,,
서울특별시,관악구,기타비요식업,미림17분칼라,02-871-7070,서울특별시 관악구 호암로26길 1(신림동),인화료,300,,,,,,
서울특별시,관악구,기타요식업,바른꽈배기,02-877-7863,"서울특별시 관악구 은천로 92, 103호(봉천동)",찹쌀꽈배기(3개),2500,,,,,,
서울특별시,관악구,세탁업,빨리셀프크리닝,02-872-8253,서울특별시 관악구 신림로 224(신림동),세탁료(양복1벌),3900,,,,,,
서울특별시,관악구,한식,서울밥집,,서울특별시 관악구 관천로 36-1(신림동),김치찌개,7900,비빔밥,6900,,,,
서울특별시,관악구,한식,서울밥집 봉천점,,서울특별시 관악구 장군봉1길 45(봉천동),김치찌개,7900,비빔밥,6900,,,,
서울특별시,관악구,한식,송림정,02-878-7777,서울특별시 관악구 은천로 36(봉천동),삼겹살,13000,,,,,,
서울특별시,관악구,한식,수자타착한식당,02-865-8836,서울특별시 관악구 남부순환로143나길 6(신림동),된장찌개,6000,,,,,,
서울특별시,관악구,한식,수제비손칼국수,02-876-2517,서울특별시 관악구 남부순환로248길 78 1층 105호,칼국수,6000,수제비,6000,,,,
서울특별시,관악구,한식,시민식당,02-872-1990,"서울특별시 관악구 남부순환로 1869, 1층(봉천동)",김치찌개,7000,비빔밥,6000,,,,
서울특별시,관악구,한식,비타김밥,02-883-9242,서울특별시 관악구 신림동7길 51(신림동),멸치국수,5000,제육덮밥,7000,,,,
서울특별시,관악구,기타요식업,어느멋진날,0507-1432-6779,서울특별시 관악구 신림로11길 67(신림동),아메리카노,3000,,,,,,
서울특별시,관악구,한식,엄마가,0507-1308-2634,"서울특별시 관악구 신림로 280, 1층(신림동)",쫄면,5500,김밥,2500,김치볶음밥,6500,,
서울특별시,관악구,미용업,열린미용실,,서울특별시 관악구 난곡로40길 16(신림동),커트,5000,파마,20000,,,,
서울특별시,관악구,한식,원조정가네매운갈비찜,02-883-0250,서울특별시 관악구 남부순환로216길 8(봉천동),삼겹살,15000,,,,,,
서울특별시,관악구,한식,유창숯불갈비,02-883-5759,"서울특별시 관악구 은천로23길 14(봉천동,유창빌)",삼겹살,12000,된장찌개,5000,김치찌개,6000,,
서울특별시,관악구,미용업,재경헤어라인(재경),02-889-8241,서울특별시 관악구 봉천로13길 7(봉천동),커트,8000,파마,20000,,,,
서울특별시,관악구,미용업,정미용실,02-867-5676,서울특별시 관악구 호암로 561-1(신림동),파마,18000,커트,6000,,,,
서울특별시,관악구,한식,진미정,02-868-1206,서울특별시 관악구 남부순환로141길 14(신림동),백반,8000,,,,,,
서울특별시,관악구,한식,청진동해장국,02-875-9882,"서울특별시 관악구 관악로 105, 1층(봉천동, 동산빌딩)",물냉면,7000,뚝배기불고기,8000,선지해장국,5000,황태콩나물국,6000
서울특별시,관악구,일식,초밥아저씨,02-3281-2820,서울특별시 관악구 신원로 9,모듬초밥(11P),8000,특모듬초밥(15P),14000,가족모듬초밥(20P),19000,,
서울특별시,관악구,한식,토방닭한마리,02-874-6895,서울특별시 관악구 신림로22길 5(신림동),닭한마리(2인분),28000,,,,,,
서울특별시,관악구,한식,투가리,,서울특별시 관악구 봉천로 595-1(봉천동),김치찌개,7500,비빔밥,6000,,,,
서울특별시,관악구,한식,풍년집본가,02-852-3636,"서울특별시 관악구 난곡로 232, 1층(신림동)",삼겹살(300g),18000,냉면,7000,,,,
서울특별시,관악구,미용업,행복한미용실,02-889-1882,서울특별시 관악구 양지2길 24(신림동),커트,6000원,파마,20000,,,,
서울특별시,관악구,미용업,헤어디자인하우스,02-3285-8002,"서울특별시 관악구 은천로 95, 벽산블루밍상가 4층",커트(남성),8000,파마,20000,,,,
서울특별시,관악구,목욕업,공단사우나,02-867-8665,서울특별시 관악구 시흥대로 578,목욕료,7000,,,,,,
서울특별시,관악구,한식,거북이분식,,서울특별시 관악구 난곡로 87,튀김(5개),2000,,,,,,
서울특별시,관악구,한식,국수가땡긴다,02-887-5513,서울특별시 관악구 은천로 117 1층,잔치국수,6500,비빔국수,7500,,,,
서울특별시,관악구,한식,난곡덮밥과김밥,0507-1417-1880,서울특별시 관악구 난곡로35길 3,김밥,3500,참치김밥,4500,,,,
서울특별시,관악구,한식,늘콩 서울대점,02-876-1121,서울특별시 관악구 관악로 199,전주비빔밥,7000,순두부찌개,7500,,,,
서울특별시,관악구,양식,다부찌,02-879-1309,서울특별시 관악구 호암로24길 43,부대찌개,9000,,,,,,
서울특별시,관악구,한식,대가왕돈카츠,02-888-1201,서울특별시 관악구 호암로22길 69 신국고시원,왕돈까스,9000,치즈까스,11000,,,,
서울특별시,관악구,중식,동화반점,02-888-0711,서울특별시 관악구 관악로 268,짜장면,6000,짬뽕,7000,,,,
서울특별시,관악구,양식,맛있구마,02-878-6312,서울특별시 관악구 봉천로 612,콤비네이션L,19000,,,,,,
서울특별시,관악구,이용업,머리깍자,,서울특별시 관악구 쑥고개로 82 1층,커트,8000,,,,,,
서울특별시,관악구,한식,미림분식,02-888-8567,서울특별시 관악구 호암로 553,즉석떡볶이,5000,물냉면,6000,비빔냉면,6000,,
서울특별시,관악구,한식,배할머니네 파절이 삼겹살,02-876-5477,서울특별시 관악구 봉천로 594-1,생고기김치찌개,6000,삼겹살,13900,계란찜백반,6000,,
서울특별시,관악구,미용업,삼성미용실,02-882-0009,서울특별시 관악구 보라매로 62,커트,10000,파마,30000,,,,
서울특별시,관악구,중식,선짜장,02-877-4097,서울특별시 관악구 신림로 130,짜장면,6000,짬뽕,7000,탕수육(소),12000,,
서울특별시,관악구,미용업,수미용실,02-866-2410,서울특별시 관악구 남부순환로 1534,커트(학생),5000,커트(남자),10000,커트(여자),11000,파마,20000
서울특별시,관악구,한식,영희네국수집,02-883-8182,서울특별시 관악구 장군봉2길 18,멸치국수,6000,비빔국수,6500,,,,
서울특별시,관악구,한식,예소담,02-882-9050,서울특별시 관악구 호암로24길 56,부대찌개,8500,고등어구이,10000,,,,
서울특별시,관악구,한식,콩숙이,02-882-5332,서울특별시 관악구 대학길 57,삼겹살숙주김치,9000,,,,,,
서울특별시,관악구,기타요식업,OJE COFFEE(오제커피),02-877-9435,서울특별시 관악구 신림로21길 39,아메리카노,1800,카페라떼,2900,,,,
서울특별시,관악구,한식,우리동네고기집,02-871-9938,서울특별시 관악구 인헌6길 24,삼겹살(180g),11800,"소고기(등심, 180g)",32000,,,,
서울특별시,관악구,한식,이레삼계탕,02-877-8833,서울특별시 관악구 봉천로 609 2층,녹두삼계탕,15000,,,,,,
서울특별시,관악구,한식,임가네칼국수,02-882-2626,서울특별시 관악구 관악로 237,바지락칼국수,9000,비빔냉면,10000,,,,
서울특별시,관악구,중식,우리 명품한우,02-871-9934,서울특별시 관악구 인헌6길 24,탕수육(특대),14000,,,,,,
서울특별시,관악구,기타요식업,종베이커리,02-868-0887,서울특별시 관악구 난우길 39,아메리카노,2000,카페라떼,2500,,,,
서울특별시,관악구,중식,짜장면집,070-8770-3345,서울특별시 관악구 신원로 16,짜장면,6000,짬뽕,7000,,,,
서울특별시,관악구,미용업,착한 미용실 원.투.쓰리,02-424-2565,서울특별시 관악구 남부순환로 1620,커트(남자),7000,커트(여자),9000,파마(쇼트),17000,,
서울특별시,관악구,한식,착한생칼국수,,서울특별시 관악구 관천로 49,칼국수,5000,꽁보리밥정식,6000,,,,
서울특별시,관악구,기타비요식업,챔프골프연습장,02-874-0287,서울특별시 관악구 남부순환로 1932 지하1층,월이용료,150000,,,,,,
서울특별시,관악구,한식,청년밥상문간 슬로우 낙성대점,0507-1333-6031,서울특별시 관악구 남부순환로244길 26 지하1층,김치찌개,4000,,,,,,
서울특별시,관악구,한식,코알라김밥,02-867-9978,"서울특별시 관악구 조원로16길 34, 1층",김밥,3500,참치김밥,4500,,,,
서울특별시,관악구,양식,행운동 한식 분식,02-883-8852,서울특별시 관악구 행운1길 48,김밥,3000,된장찌개,6000,,,,
서울특별시,관악구,한식,허수아비,02-877-1187,서울특별시 관악구 호암로26길 72,로스까스,8500,치킨까스,8500,,,,
서울특별시,관악구,한식,모락미반,070-8287-0866,"서울특별시 관악구 관악로 211, A동 1층 3호",추어탕,10000,고등어구이,10000,,,,
서울특별시,관악구,미용업,크리스탈헤어,02-856-7177,"서울특별시 관악구 신사로20길 13, 1층",커트,13000,파마,40000,,,,
서울특별시,관악구,한식,얼큰수제비해물칼국수,02-888-0712,"서울특별시 관악구 관악로 113, 1층",해물수제비,8500,,,,,,
서울특별시,관악구,한식,체리부로하림직판장,02-863-8713,"서울특별시 관악구 신원로5길 21, B-35호",닭강정(대),10000,,,,,,
서울특별시,관악구,미용업,프로젝트헤어,02-872-3092,서울특별시 관악구 관악로 266,커트,15000,파마,40000,,,,
서울특별시,관악구,한식,산야로,02-889-3390,서울특별시 관악구 관악로 111,떡만두국,9000,잔치국수,7000,,,,
서울특별시,관악구,기타요식업,네모네모,070-7626-9860,"서울특별시 관악구 낙성대로3길 33-14, 1층",아메리카노,3000,,,,,,
서울특별시,관악구,기타비요식업,대학동 신림 점핑다이어트,,"서울특별시 관악구 신림로17길 53, 지하1층",점핑운동(주2회),70000,점핑운동(주3회),90000,,,,
서울특별시,관악구,이용업,종로이용원,,"서울특별시 관악구 남부순환로233길 13, 1층",커트,12000,,,,,,
서울특별시,관악구,미용업,피오레,02-2064-0477,서울특별시 관악구 호암로22길 57,커트(남자),8000,파마,35000,,,,
서울특별시,관악구,미용업,착한세상미용실본점,02-1544-4142,"서울특별시 관악구 시흥대로 572, 3층",커트(남자),7000,파마,25000,,,,
서울특별시,관악구,미용업,내스타일프로,02-874-7166,서울특별시 관악구 청림3마길 26,커트,10000,파마,30000,,,,
서울특별시,관악구,미용업,용미용실,02-883-0539,"서울특별시 관악구 장군봉2길 17, 1층",커트,10000,파마,30000,,,,
서울특별시,관악구,한식,고기한판,02-871-2353,서울특별시 관악구 신림로 262,소고기(등심),15900,삼겹살,13900,,,,
서울특별시,관악구,기타요식업,시장탕수육,02-866-3995,서울특별시 관악구 관천로 19 신원시장 A-68,야채김밥,3000,탕수육,4000,,,,
서울특별시,관악구,미용업,머리잘hair,070-7543-7526,"서울특별시 관악구 미성길 40, 1층",커트,15000,파마,45000,,,,
서울특별시,관악구,미용업,별별헤어,,"서울특별시 관악구 관천로11길 60, 1층 좌측",커트,8000,파마,30000,,,,
서울특별시,관악구,일식,벌소(verso),02-877-7026,"서울특별시 관악구 솔밭로 11-1, 1층",등심돈가스덮밥,10000,안심돈가스덮밥,12000,,,,
서울특별시,관악구,이용업,한성이발관,,서울특별시 관악구 청룡길 30,커트,12000,,,,,,
서울특별시,관악구,기타비요식업,김코치PT,,"서울특별시 관악구 봉천로 575, 풍산빌딩 6층",헬스(1개월),59000,일일이용권,15000,,,,
서울특별시,관악구,한식,내친구김밥본점,02-873-0077,서울특별시 관악구 호암로22길 81,김밥,3000,라면,4000,비빔밥,7000,,
서울특별시,관악구,기타비요식업,사랑방스튜디오,0507-1305-4703,"서울특별시 관악구 관천로12길 28-6, 가윤 지하1층",보컬방,4000,,,,,,
서울특별시,관악구,한식,장우동,02-878-5583,서울특별시 관악구 호암로24길 57,돈가스,8000,,,,,,
서울특별시,관악구,기타비요식업,더예쁜날,,"서울특별시 관악구 낙성대역3길 30, 1층",피부수분테라피,50000,베이직관리,77000,,,,
서울특별시,관악구,한식,고가네칼국수,,"서울특별시 관악구 남부순환로248길 17, 1층",칼국수,7000,수제비,8000,,,,
서울특별시,관악구,한식,정김밥(精),0507-1332-5134,"서울특별시 관악구 문성로38길 70, 101호",제육김밥,4500,샌드위치도시락(단체),5500,,,,
서울특별시,관악구,미용업,덕인헤어센스,02-886-2587,서울특별시 관악구 장군봉8길 2,커트,10000,파마,30000,,,,
서울특별시,관악구,미용업,폭스헤어메이크,02-887-6516,서울특별시 관악구 청룡길 62,커트(어린이),15000,염색,50000,,,,
서울특별시,관악구,한식,멸치국수집,02-583-0957,서울특별시 관악구 과천대로 951,멸치국수,6000,비빔국수,7000,,,,
서울특별시,관악구,일식,눈꽃초밥,02-865-0301,서울특별시 관악구 법원단지길 38 (신림동),눈초밥,8000,,,,,,
서울특별시,관악구,한식,예가돈까스,02-883-4455,서울특별시 관악구 보라매로 4 (봉천동),로스까스,10500,,,,,,
서울특별시,관악구,한식,정 김밥(精),0507-1434-5615,서울특별시 관악구 신원로1길 2 (신림동) 1층 105호,정김밥,4000,,,,,,
서울특별시,관악구,한식,해뜨는 잔치국수,02-830-8392,서울특별시 관악구 신원로1길 1 (신림동),잔치국수,6000,,,,,,
서울특별시,관악구,미용업,그날헤어 서울대입구역점,02-2039-3169,"서울특별시 관악구 남부순환로 1802 (봉천동, 관악캠퍼스타워)",커트(남성),13000,파마(남성),33000,염색(남성),33000,,
서울특별시,관악구,한식,돈나라,02-875-4427,서울특별시 관악구 청림길 2 (봉천동),한식뷔페,8000,,,,,,
서울특별시,관악구,한식,레커훈스,02-873-4992,서울특별시 관악구 호암로22길 51 (신림동),치킨반마리(포장),6500,치킨한마리(포장),12000,,,,
서울특별시,관악구,한식,바르닭치킨,02-883-8033,서울특별시 관악구 관악로24길 37 (봉천동),옛날통닭(1마리),9000,옛날통닭(2마리),17000,순살닭강정(대),16000,,
서울특별시,관악구,한식,부영식당,02-871-4369,서울특별시 관악구 난곡로65길 10 (신림동),된장찌개,8000,김치찌개,8000,삼겹살,15000,,
서울특별시,관악구,한식,산마루해장탕,02-851-2300,서울특별시 관악구 조원중앙로2길 116 (신림동),백반,8000,된장찌개,7000,열무비빔밥,8000,,
서울특별시,관악구,미용업,착한헤어컷,02-6080-1177,서울특별시 관악구 관악로28길 12-1 (봉천동),남성커트,10000,여성커트,10000,남성염색,20000,,
서울특별시,관악구,미용업,808네일,,서울특별시 관악구 봉천로 280,네일 원컬러,29000,,,,,,
서울특별시,관악구,이용업,명동,02-889-4359,서울특별시 관악구 쑥고개로21길 9,이발,10000,염색,10000,,,,
서울특별시,관악구,미용업,헤어클릭,02-3285-6080,서울특별시 관악구 은천로 80,커트,12000,뿌리염색,30000,파마,35000,,
서울특별시,관악구,미용업,아는언니헤어,02-882-9391,서울특별시 관악구 신림로58길 14,커트,16000,염색,50000,,,,
서울특별시,관악구,미용업,이끌림헤어샵,,서울특별시 관악구 난곡로34길 27,커트,12000,염색,30000,,,,
서울특별시,관악구,미용업,작은미용실,02-3487-8418,서울특별시 관악구 남현길 52,커트,15000,파마,50000,,,,
서울특별시,관악구,미용업,서울미장원,,"서울특별시 관악구 은천로 92, 상가B동 104호",커트(남성),17000,커트(여성),20000,,,,
서울특별시,관악구,한식,정육점식당 낙성대,02-878-6203,서울특별시 관악구 봉천로 456,생삼겹살(160g),10000,,,,,,
서울특별시,관악구,미용업,김미연헤어샵,02-839-0211,서울특별시 관악구 미성길 18,커트,10000,,,,,,
서울특별시,관악구,한식,해뜨는집,02-866-4854,서울특별시 관악구 미성3길 1,옛날통닭,9900,,,,,,
서울특별시,관악구,한식,마늘오리,02-883-3153,서울특별시 관악구 신림로66길 10,생삼겹살,15000,,,,,,
서울특별시,관악구,한식,감센,02-866-1919,서울특별시 관악구 봉천로14길 27,제육덮밥,8000,김치찌개,8000,,,,
서울특별시,관악구,한식,영원참숯갈비,02-883-0121,서울특별시 관악구 남부순환로181길 34,갈비탕,14000,,,,,,
서울특별시,관악구,한식,신림홍미닭발,02-887-7172,서울특별시 관악구 신림로68길 7,무뼈닭발,17000,,,,,,
서울특별시,관악구,미용업,헤어바이달,02-877-6843,서울특별시 관악구 은천로5길 11,커트(여성),19000,,,,,,
서울특별시,관악구,한식,삽교곱창,02-882-7727,서울특별시 관악구 당곡길 65,생삼겹살(200g),16000,,,,,,
서울특별시,관악구,미용업,미래헤어샵,,서울특별시 관악구 당곡길 52,커트(남성),10000,커트(여성),10000,,,,
서울특별시,관악구,한식,보라매칼국수,02-831-3986,서울특별시 관악구 보라매로3길 29,오징어덮밥,9000,들깨칼국수,9000,,,,
서울특별시,관악구,한식,길목김밥,02-854-7352,서울특별시 관악구 미성길 4,김밥,2000,계란말이김밥,3000,,,,
서울특별시,관악구,한식,먹깨비김밥만두,02-830-1388,서울특별시 관악구 난곡로 358,떡볶이,2500,김밥,3500,,,,
서울특별시,관악구,한식,전주식당,02-887-5284,서울특별시 관악구 신림로66길 20,"냉삼겹살(200g,독일)",9000,내장탕,7000,닭도리탕(대),24000,,
서울특별시,관악구,한식,복숙이순대국,02-885-2731,서울특별시 관악구 남부순환로 1647,순대국,9000,,,,,,
서울특별시,관악구,한식,맛밥김밥전문점,02-883-5932,서울특별시 관악구 남부순환로 1740,김치볶음밥,7000,된장찌개,6500,,,,
서울특별시,관악구,한식,돈벼락삼겹살,0507-1430-2384,서울특별시 관악구 난곡로 341,생삼겹살(200g),16000,김치찌개,9000,,,,
서울특별시,관악구,미용업,열린헤어샵,,서울특별시 관악구 청림3길 13,커트,10000,파마,30000,,,,
서울특별시,관악구,기타비요식업,천하무적태권도,02-879-2234,"서울특별시 관악구 양녕로6길 75, 2층",주3일,130000,주5일,150000,,,,
서울특별시,관악구,기타요식업,미인브레드 호암로점,02-888-3169,서울특별시 관악구 호암로26길 7,단팥빵,1200,버터크림빵,1200,버터소금빵,2000,소세지피자,2000
서울특별시,관악구,목욕업,현대그린사우나,02-889-4009,서울특별시 관악구 신림로29길 3-20,목욕(대인),10000,목욕(소인),7000,,,,
서울특별시,관악구,한식,미미육,02-885-8863,서울특별시 관악구 봉천로 435,"주먹고기(목살, 200g)",14000,삼겹살(200g),15000,,,,
서울특별시,관악구,한식,국수당,02-3285-0969,서울특별시 관악구 남부순환로 1881,잔치국수,5500,꼬치우동,6000,콩나물비빔국수,6500,사골세트,7500
서울특별시,관악구,한식,봉천동식당 병천순대국,02-875-8866,서울특별시 관악구 인헌4길 15,순대국,8000,,,,,,
서울특별시,관악구,한식,등촌샤브칼국수 신림점,,서울특별시 관악구 신림로 309,얼큰버섯칼국수,10000,맑은버섯칼국수,10000,,,,
서울특별시,관악구,미용업,싹헤어,,서울특별시 관악구 남부순환로172길 46,커트,13000,염색,30000,,,,
서울특별시,관악구,기타요식업,포첸하우스,02-877-0466,서울특별시 관악구 인헌6길 16,양지쌀국수,7900,,,,,,
서울특별시,관악구,미용업,하나린 헤어,02-883-7182,서울특별시 관악구 은천로 50,커트,16000,파마,35000,염색,40000,,
서울특별시,관악구,미용업,꿀띠헤어,02-882-3967,서울특별시 관악구 청룡길 48,다운펌+커트,35000,,,,,,
서울특별시,관악구,기타비요식업,동방짐,02-871-1800,"서울특별시 관악구 호암로26길 17, 지하1층",PT(1회)+헬스,33000,,,,,,
서울특별시,관악구,중식,성원우육면,02-6368-6888,서울특별시 관악구 난곡로 343,우육면,7000,,,,,,
